X [s]	1 Gast Med [V]	2 T Ant [V]	3 R Fem [V]	4 B Fem [V]	
11.482182	2.192923e-05	1.489649e-05	5.235735e-06	2.614751e-06	
11.483183	2.257267e-05	1.478344e-05	5.165953e-06	2.541577e-06	
11.484184	2.323615e-05	1.467844e-05	5.096172e-06	2.475541e-06	
11.485185	2.391877e-05	1.458116e-05	5.026438e-06	2.416431e-06	
11.486186	2.461961e-05	1.449129e-05	4.956797e-06	2.364031e-06	
11.487187	2.533776e-05	1.440847e-05	4.887295e-06	2.318128e-06	
11.488188	2.607232e-05	1.433239e-05	4.817979e-06	2.278507e-06	
11.489188	2.682237e-05	1.426271e-05	4.748893e-06	2.244955e-06	
11.490189	2.758700e-05	1.419910e-05	4.680085e-06	2.217256e-06	
11.491190	2.836530e-05	1.414124e-05	4.611600e-06	2.195198e-06	
11.492191	2.915636e-05	1.408879e-05	4.543484e-06	2.178566e-06	
11.493192	2.995927e-05	1.404142e-05	4.475783e-06	2.167146e-06	
11.494193	3.077311e-05	1.399881e-05	4.408544e-06	2.160724e-06	
11.495194	3.159699e-05	1.396062e-05	4.341812e-06	2.159085e-06	
11.496195	3.242998e-05	1.392652e-05	4.275633e-06	2.162016e-06	
11.497196	3.327118e-05	1.389619e-05	4.210054e-06	2.169302e-06	
11.498197	3.411967e-05	1.386929e-05	4.145120e-06	2.180729e-06	
11.499197	3.497455e-05	1.384549e-05	4.080877e-06	2.196084e-06	
11.500198	3.583490e-05	1.382446e-05	4.017372e-06	2.215151e-06	
11.501199	3.669982e-05	1.380588e-05	3.954650e-06	2.237718e-06	
11.502200	3.756838e-05	1.378941e-05	3.892758e-06	2.263569e-06	
11.503201	3.843969e-05	1.377472e-05	3.831741e-06	2.292491e-06	
11.504202	3.931283e-05	1.376148e-05	3.771645e-06	2.324269e-06	
11.505203	4.018690e-05	1.374937e-05	3.712518e-06	2.358689e-06	
11.506204	4.106097e-05	1.373805e-05	3.654403e-06	2.395538e-06	
11.507205	4.193414e-05	1.372719e-05	3.597348e-06	2.434601e-06	
11.508206	4.280550e-05	1.371646e-05	3.541399e-06	2.475664e-06	
11.509206	4.367413e-05	1.370553e-05	3.486602e-06	2.518513e-06	
11.510207	4.453914e-05	1.369408e-05	3.433002e-06	2.562934e-06	
11.511208	4.539960e-05	1.368176e-05	3.380646e-06	2.608712e-06	
11.512209	4.625460e-05	1.366826e-05	3.329579e-06	2.655634e-06	
11.513210	4.710324e-05	1.365324e-05	3.279848e-06	2.703485e-06	
11.514211	4.794460e-05	1.363638e-05	3.231499e-06	2.752051e-06	
11.515212	4.877778e-05	1.361733e-05	3.184578e-06	2.801119e-06	
11.516213	4.960186e-05	1.359578e-05	3.139131e-06	2.850473e-06	
11.517214	5.041593e-05	1.357138e-05	3.095203e-06	2.899901e-06	
11.518215	5.121909e-05	1.354382e-05	3.052841e-06	2.949187e-06	
11.519216	5.201041e-05	1.351276e-05	3.012091e-06	2.998118e-06	
11.520216	5.278899e-05	1.347787e-05	2.972999e-06	3.046479e-06	
11.521217	5.355393e-05	1.343882e-05	2.935611e-06	3.094057e-06	
11.522218	5.430430e-05	1.339528e-05	2.899972e-06	3.140636e-06	
11.523219	5.503920e-05	1.334692e-05	2.866130e-06	3.186005e-06	
11.524220	5.575771e-05	1.329342e-05	2.834130e-06	3.229947e-06	
11.525221	5.645897e-05	1.323446e-05	2.804014e-06	3.272263e-06	
11.526222	5.714244e-05	1.317009e-05	2.775798e-06	3.312901e-06	
11.527223	5.780778e-05	1.310052e-05	2.749477e-06	3.351891e-06	
11.528224	5.845468e-05	1.302597e-05	2.725049e-06	3.389263e-06	
11.529225	5.908280e-05	1.294666e-05	2.702511e-06	3.425048e-06	
11.530225	5.969182e-05	1.286281e-05	2.681859e-06	3.459279e-06	
11.531226	6.028139e-05	1.277463e-05	2.663090e-06	3.491986e-06	
11.532227	6.085121e-05	1.268234e-05	2.646201e-06	3.523200e-06	
11.533228	6.140092e-05	1.258617e-05	2.631188e-06	3.552953e-06	
11.534229	6.193021e-05	1.248634e-05	2.618050e-06	3.581276e-06	
11.535230	6.243875e-05	1.238305e-05	2.606782e-06	3.608200e-06	
11.536231	6.292621e-05	1.227654e-05	2.597381e-06	3.633756e-06	
11.537232	6.339225e-05	1.216701e-05	2.589844e-06	3.657975e-06	
11.538233	6.383656e-05	1.205470e-05	2.584169e-06	3.680889e-06	
11.539234	6.425879e-05	1.193981e-05	2.580351e-06	3.702528e-06	
11.540234	6.465862e-05	1.182257e-05	2.578387e-06	3.722925e-06	
11.541235	6.503573e-05	1.170319e-05	2.578275e-06	3.742109e-06	
11.542236	6.538978e-05	1.158190e-05	2.580012e-06	3.760113e-06	
11.543237	6.572044e-05	1.145892e-05	2.583593e-06	3.776968e-06	
11.544238	6.602739e-05	1.133445e-05	2.589016e-06	3.792704e-06	
11.545239	6.631029e-05	1.120873e-05	2.596278e-06	3.807353e-06	
11.546240	6.656881e-05	1.108197e-05	2.605376e-06	3.820946e-06	
11.547241	6.680264e-05	1.095439e-05	2.616306e-06	3.833514e-06	
11.548242	6.701143e-05	1.082621e-05	2.629065e-06	3.845089e-06	
11.549243	6.719486e-05	1.069765e-05	2.643650e-06	3.855701e-06	
11.550243	6.735260e-05	1.056892e-05	2.660058e-06	3.865383e-06	
11.551244	6.748432e-05	1.044025e-05	2.678286e-06	3.874164e-06	
11.552245	6.758969e-05	1.031185e-05	2.698330e-06	3.882077e-06	
11.553246	6.766838e-05	1.018395e-05	2.720187e-06	3.889152e-06	
11.554247	6.772006e-05	1.005676e-05	2.743855e-06	3.895421e-06	
11.555248	6.774441e-05	9.930497e-06	2.769330e-06	3.900914e-06	
11.556249	6.774109e-05	9.805389e-06	2.796608e-06	3.905664e-06	
11.557250	6.770978e-05	9.681650e-06	2.825687e-06	3.909700e-06	
11.558251	6.765014e-05	9.559500e-06	2.856564e-06	3.913055e-06	
11.559252	6.756185e-05	9.439157e-06	2.889235e-06	3.915760e-06	
11.560252	6.744458e-05	9.320842e-06	2.923697e-06	3.917845e-06	
11.561253	6.729800e-05	9.204771e-06	2.959947e-06	3.919343e-06	
11.562254	6.712177e-05	9.091166e-06	2.997981e-06	3.920283e-06	
11.563255	6.691558e-05	8.980243e-06	3.037797e-06	3.920698e-06	
11.564256	6.667908e-05	8.872224e-06	3.079392e-06	3.920619e-06	
11.565257	6.641196e-05	8.767326e-06	3.122762e-06	3.920076e-06	
11.566258	6.611388e-05	8.665768e-06	3.167904e-06	3.919101e-06	
11.567259	6.578452e-05	8.567770e-06	3.214815e-06	3.917725e-06	
11.568260	6.542353e-05	8.473550e-06	3.263491e-06	3.915980e-06	
